Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/1/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,53322222.22,67548148.15,78314814.81,83614814.81,87888888.89,95229629.63,101211111.1,110100000,128211111.1,144011111.1,167229629.6,184533333.3,213066666.7,221070370.4,241570370.4,250914814.8,250259259.3,261777777.8,276296296.3,294651851.9,304940740.7,340814814.8,379629407.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698518518.5,758518518.5,825925925.9,771278111.1,771015888.9,778648666.7,799882148.1,842571333.3,911481481.5,984074074.1,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520029.27,88570999.35,106101302.5,140153753.7,169918944.1,211192463.7,240779415.7,282269773,355987428.4,420645795,476051769,435749013.9,402403057.2,416184086.2,379371913.7,412876395.8,603016317.5,787390447.3,898607670.6,929799902.2,1018977225,1016500016,1037916105,927214127.9,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1402452662,1617227234,1650283229,1811232805,2039990870,2301745558,2314737667,2287220565,2503747857,2356004771,2419043094,2441226080,,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655487456,15674852771,17790095901,19395461990,18318512501,19288926545,18702822232,20776640696,21917585084,23965291458,27211380858,30231141668,34113102015,39137157753,37733852003,41338340406,47654704787,50388418159,53851075504,58722087392,63794152886,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,336708419.5,368281378.9,442273433.2,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,696281471.7,722460886.4,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990006534,3077086276,3166029056,
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.06032E+12,1.12179E+12,1.21153E+12,1.30464E+12,1.42427E+12,1.5467E+12,1.69655E+12,1.82064E+12,1.97292E+12,2.16575E+12,2.37949E+12,2.64062E+12,3.06236E+12,3.70381E+12,4.17933E+12,4.66133E+12,5.07736E+12,5.749E+12,6.8834E+12,7.96115E+12,8.89341E+12,9.03057E+12,8.94564E+12,9.23464E+12,9.6323E+12,1.01254E+13,1.22854E+13,1.42266E+13,1.60226E+13,1.67868E+13,1.88772E+13,1.99603E+13,2.14724E+13,2.16633E+13,2.32723E+13,2.58415E+13,2.60749E+13,2.56459E+13,2.57311E+13,2.70302E+13,2.75907E+13,2.73285E+13,2.8484E+13,3.19443E+13,3.55614E+13,3.76036E+13,3.9683E+13,4.33721E+13,4.60703E+13,4.31705E+13,4.52354E+13,4.88137E+13,4.88361E+13,4.93578E+13,5.03239E+13,4.74115E+13,
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272E+11,1.20354E+11,1.35812E+11,1.44653E+11,1.59717E+11,1.77353E+11,1.68886E+11,1.65768E+11,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.62629E+11,2.75659E+11,2.91229E+11,3.09235E+11,
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,1929499950,2251499950,2566000050,2819500000,2903500050,3076999950,3319000000,3639499950,3808500050,4152499950,3970386266,3563448310,3048881323,3068444712,3419487441,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7103529494,7565877534,7775075858,8140282680,8772170427,9672027224,10841723354,12275493959,13789727210,14486137414,15729644901,17588097150,18400538970,18372173611,19380958759,20420967149,
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,14545029599,15415034180,16252237624,17484388242,19099327459,21458248571,23238328580,24154059538,24780159935,26779432943,28588949901,30384020091,32750537255,38921784594,48061469689,55205715384,60320363917,70127499730,77914069778,90052821412,96345577352,98605908026,97046331945,93649097360,97190777633,1.03217E+11,1.18495E+11,1.31965E+11,1.3005E+11,1.24667E+11,1.26883E+11,1.31105E+11,1.19897E+11,1.19489E+11,1.10379E+11,1.26161E+11,1.32124E+11,1.38644E+11,1.42824E+11,1.43029E+11,1.55061E+11,1.47407E+11,1.60219E+11,1.82221E+11,2.09458E+11,2.42138E+11,2.89277E+11,3.44272E+11,4.14809E+11,4.18334E+11,4.62939E+11,5.17789E+11,5.58051E+11,6.0448E+11,6.39849E+11,6.2925E+11,
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26878499206,34658113497,41574530816,45416076681,50453577898,60093155533,70481451814,62703095751,59680624422,62249565359,56485301967,57770884729,57136241867,48732003674,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473562850,2257129874,1878253818,2167569095,2813313282,2907517543,3338949152,3723903724,4153725967,3953839594,3596448035,3472194099,2960306121,3537721020,4310356253,4756204070,5885321656,6548531998,6584642675,6622540159,7516829496,7890215896,8452517483,8791599111,8765329890,
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34650782427,38616036222,40006243368,43039008830,46288369007,46538169512,47178241569,48661666395,49074725338,47209471853,53696730224,67561285379,85050281601,1.03695E+11,1.12589E+11,1.14801E+11,1.39198E+11,1.57291E+11,1.29965E+11,1.30258E+11,1.40092E+11,1.27321E+11,1.3468E+11,1.39295E+11,1.21715E+11,
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,3.78839E+11,3.94174E+11,4.14075E+11,4.6131E+11,5.01067E+11,5.45463E+11,6.25038E+11,8.03954E+11,1.00559E+12,1.07822E+12,1.15735E+12,1.30842E+12,1.39834E+12,1.69519E+12,2.02739E+12,2.18504E+12,2.14083E+12,2.24548E+12,2.26177E+12,2.39249E+12,2.49484E+12,2.5451E+12,2.78012E+12,2.99829E+12,3.40442E+12,3.67836E+12,3.67165E+12,3.94387E+12,4.32036E+12,4.84562E+12,5.28622E+12,5.59409E+12,5.42646E+12,5.26985E+12,5.73006E+12,5.80919E+12,5.89637E+12,6.65864E+12,7.92217E+12,9.46713E+12,1.12233E+13,1.39381E+13,1.67372E+13,1.62304E+13,1.9721E+13,2.33251E+13,2.46411E+13,2.60786E+13,2.67928E+13,2.51824E+13,
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4.29937E+11,4.39529E+11,4.57378E+11,4.79637E+11,5.34334E+11,5.87652E+11,6.31026E+11,7.1353E+11,9.03374E+11,1.14265E+12,1.24392E+12,1.33088E+12,1.4956E+12,1.60529E+12,1.93963E+12,2.31929E+12,2.48886E+12,2.43312E+12,2.51226E+12,2.52745E+12,2.6678E+12,2.79083E+12,2.87686E+12,3.10646E+12,3.30112E+12,3.72766E+12,4.01413E+12,4.00187E+12,4.26584E+12,4.64112E+12,5.21836E+12,5.69856E+12,6.02273E+12,5.85469E+12,5.70807E+12,6.21406E+12,6.28321E+12,6.40329E+12,7.23145E+12,8.58615E+12,1.0236E+13,1.21432E+13,1.50116E+13,1.80362E+13,1.75174E+13,2.13542E+13,2.51872E+13,2.66556E+13,2.827E+13,2.91599E+13,2.74984E+13,
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,39406230230,42197107407,44738672580,47124173557,50815749038,56800495631,61301725403,63835211479,66284443631,73829789011,87004835696,86575014205,89922918268,1.01671E+11,1.39519E+11,1.6789E+11,1.75988E+11,1.90157E+11,2.09971E+11,2.48252E+11,2.96478E+11,3.09044E+11,2.97675E+11,2.70463E+11,2.69237E+11,2.78842E+11,2.99555E+11,3.34818E+11,3.29806E+11,3.07492E+11,3.2517E+11,3.37328E+11,3.31655E+11,3.22113E+11,3.19303E+11,3.71541E+11,4.11249E+11,4.27198E+11,4.27284E+11,4.38108E+11,4.84148E+11,4.73944E+11,5.0708E+11,5.72988E+11,6.64039E+11,7.68576E+11,9.19713E+11,1.0724E+12,1.2981E+12,1.28727E+12,1.63608E+12,1.86282E+12,2.01712E+12,2.19639E+12,2.37488E+12,2.32479E+12,
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,15806840238,16894252980,17904573534,18577243835,20297939681,22602795969,24315799293,24627183310,25567296464,29073793939,39598813064,36750454467,40833159744,43172928788,63127721529,72378748734,87053110786,91049576019,96123063195,1.18403E+11,1.514E+11,1.58725E+11,1.5032E+11,1.2682E+11,1.21204E+11,1.2004E+11,1.28658E+11,1.50252E+11,1.45311E+11,1.26534E+11,1.34955E+11,1.43587E+11,1.46166E+11,1.40776E+11,1.44589E+11,1.70966E+11,1.89479E+11,1.93919E+11,1.87688E+11,1.96603E+11,2.20552E+11,2.15114E+11,2.32952E+11,2.64168E+11,3.15237E+11,3.70481E+11,4.53952E+11,5.1821E+11,6.29136E+11,6.0166E+11,8.51674E+11,9.84558E+11,1.08233E+12,1.17975E+12,1.27913E+12,1.22033E+12,
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756363,7076465109,8337423313,9150684932,9333536678,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455717679,51400186178,72482336241,85518234773,90158446978,81052284275,84853703419,85289488375,79954069989,75929616449,84300172035,94451425689,1.06141E+11,1.16622E+11,1.28027E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445548107,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90487E+11,8.61934E+11,
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1.45907E+11,1.51143E+11,1.48222E+11,1.44696E+11,1.49219E+11,1.60092E+11,1.72332E+11,1.85219E+11,1.85527E+11,1.82864E+11,1.92109E+11,1.95113E+11,1.86175E+11,1.82156E+11,1.74963E+11,2.00671E+11,2.21856E+11,2.33609E+11,2.40444E+11,2.4203E+11,2.63905E+11,2.59163E+11,2.74406E+11,3.09108E+11,3.4888E+11,3.98029E+11,4.65384E+11,5.54066E+11,6.68599E+11,6.87098E+11,7.7906E+11,8.70931E+11,9.2544E+11,1.00635E+12,1.08435E+12,1.0956E+12,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,5685988395,5827468750,5047909332,5420118974,6066454094,6433357030,6754330155,7428280402,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37679274491,39920452403,42900864970,49271095508,57470781033,60599264112,46669801600,51014155360,54016411987,59472993627,63517182000,68532117824,72716439112,87014945186,1.01271E+11,1.002E+11,1.04519E+11,1.23618E+11,1.39708E+11,1.55675E+11,1.89593E+11,1.96884E+11,2.04235E+11,2.2209E+11,2.15879E+11,2.36589E+11,2.53352E+11,2.83927E+11,3.0179E+11,3.01234E+11,3.26608E+11,2.74842E+11,2.93263E+11,2.84194E+11,3.33015E+11,3.666E+11,3.99787E+11,4.23161E+11,4.28741E+11,4.66867E+11,4.76609E+11,4.93954E+11,5.23968E+11,6.18356E+11,7.21585E+11,8.34215E+11,9.49117E+11,1.20107E+12,1.18691E+12,1.3239E+12,1.65656E+12,1.82299E+12,1.82899E+12,1.86321E+12,2.04244E+12,2.0954E+12,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4400344925,5103294557,6324312943,7488575728,7904673909,9493192509,9463111095,11259470394,14662490335,18337461799,21769376113,20690643301,21496003242,20786596359,20126544647,21291060215,28742985057,33954083567,37810273905,39277219667,49354420998,49836767905,55973870025,52469345273,57154155241,69208238510,75864987273,82816781160,90111620500,98782454400,99855065966,1.09119E+11,1.27942E+11,1.64286E+11,1.93871E+11,2.11685E+11,2.32168E+11,2.70043E+11,2.74919E+11,2.35766E+11,2.21357E+11,2.40576E+11,2.25819E+11,2.39271E+11,2.56271E+11,2.83703E+11,
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,4199134389,4426949094,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089608,10976245154,13731801564,17153463263,27081698249,46209092072,51776222350,68055295080,80600122702,77994316621,90391877325,94362275579,1.00499E+11,1.25949E+11,1.56365E+11,1.62277E+11,1.80184E+11,2.09095E+11,1.3401E+11,1.23058E+11,1.20496E+11,1.24813E+11,,,63743623232,71841461173,96419225744,1.20404E+11,1.13919E+11,1.10277E+11,1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.83697E+11,2.19846E+11,2.58646E+11,3.37474E+11,3.9719E+11,3.98978E+11,4.6779E+11,5.92038E+11,5.87209E+11,5.11621E+11,4.25326E+11,,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1684121535,1831700364,1954634836,1978437693,2340521143,,,,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,53405689130,38424991534,42595309883,40595046639,46802508845,48284979093,47127693792,56609842393,62503055645,65641363783,1.79886E+11,,,,,,,,,,,,,,36627901762,49954890353,65140293688,88840050497,1.31614E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.18001E+11,2.34648E+11,2.28731E+11,1.80069E+11,
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,531004659.1,675722954.5,846506911.4,1163864529,1527559580,1418360312,1683117418,2226538694,2532331673,2876729410,3409023699,3521512389,3232804218,2788530415,2887825524,3008412960,4022192404,5565384032,6156487920,5718878002,6521544489,6966138526,7138787995,6269347503,6441621298,7181787874,7501950116,7596126046,8468339856,8928185824,8924735423,8126161154,9161798221,11297018603,13704440838,16749309720,17041293816,21293841230,17530651670,12855269884,13236887873,14665358677,14194519025,15376604281,17036097482,16598494831,
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2598500000,3138500000,2510000000,2992333333,3405333333,3663333333,3980000000,4030000000,4619000000,5329333333,6267666667,5851750000,7496250000,9692000000,13986250000,13028166667,12359875000,14390000000,13967647059,17796000000,21884705882,23258596491,24539341564,27442580071,26043655184,24121638985,29702243917,35477234542,43893303709,44599771760,52490327348,59170286560,65771216421,65925583866,74669719505,99968784246,1.09774E+11,1.14544E+11,1.15838E+11,1.17212E+11,1.32397E+11,1.30752E+11,1.21093E+11,1.2675E+11,1.35419E+11,1.42838E+11,1.54511E+11,1.79564E+11,2.1676E+11,2.08069E+11,2.33755E+11,2.61375E+11,2.57642E+11,2.93315E+11,3.08769E+11,2.99416E+11,
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13021E+11,1.24261E+11,1.44781E+11,1.74913E+11,1.98906E+11,2.26945E+11,2.23976E+11,2.56747E+11,3.14019E+11,3.92379E+11,4.75683E+11,4.29282E+11,4.25863E+11,4.41581E+11,4.36443E+11,4.50726E+11,6.38274E+11,8.03055E+11,8.88668E+11,9.25598E+11,1.17733E+12,1.24211E+12,1.31581E+12,1.06145E+12,1.09559E+12,1.17079E+12,1.30893E+12,1.23905E+12,1.26631E+12,1.24856E+12,1.14176E+12,1.16232E+12,1.26651E+12,1.56965E+12,1.79831E+12,1.85266E+12,1.94263E+12,2.20305E+12,2.39073E+12,2.18516E+12,2.12518E+12,2.27615E+12,2.07282E+12,2.13049E+12,2.14981E+12,1.8215E+12,
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699050679,748028839.4,777712445.8,826690466.2,897931401.4,972140557.2,1096738065,1148025407,1083883355,1191287652,1404776071,1539865514,1875048860,1905917553,2375096249,2860411286,2966010230,3249697393,2644449232,2425033998,2679409453,2979061412,3293533288,3619294121,2373566957,2100223150,2754566176,3286987552,3828310735,4404970059,4592224067,4071219198,3530892749,4859766161,4907861406,5779285208,6504445801,7450324787,8718300136,8795765306,8929375580,9087918837,9694161516,9399452788,10150978155,11204416000,11905525197,12824094990,13678551838,12038998757,13192229343,14440457549,14802430173,14276559216,13897561173,14262190323,
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599831979.8,658078969.5,631755810.7,561187342.5,698963875.7,639596751.6,678241389,788574629,943700547.8,1197454207,1363039400,1708734940,2096568479,2602748691,3271728272,3910036925,4384685230,4680567376,4920407601,4966710013,4993829194,6401380000,6755599114,6277197435,4220945005,4160003917,4344250257,5311329067,5605841536,6237739516,6727446632,6928359238,7244402962,7910621157,8147494358,8457923836,8973201975,9580414810,10193292807,11407566573,12588665303,15056936953,17110609732,21971835283,23818322958,26425379437,28840263380,30937277606,33593843662,35826925775,37517410282,
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.05628E+11,1.23782E+11,1.46601E+11,1.72204E+11,2.09071E+11,2.36155E+11,3.12738E+11,4.24891E+11,4.71643E+11,5.12861E+11,5.76406E+11,7.09405E+11,9.96742E+11,1.03745E+12,1.08699E+12,1.20147E+12,1.11684E+12,1.21811E+12,1.29461E+12,1.38453E+12,2.05106E+12,2.48524E+12,3.01539E+12,3.01705E+12,3.1037E+12,3.5368E+12,3.85279E+12,4.41496E+12,4.90704E+12,5.44912E+12,4.83371E+12,4.41473E+12,4.03251E+12,4.56208E+12,4.88752E+12,4.30354E+12,4.11512E+12,4.44566E+12,4.81515E+12,4.75541E+12,4.53038E+12,4.51526E+12,5.03791E+12,5.23138E+12,5.7001E+12,6.15746E+12,6.20321E+12,5.15572E+12,4.84873E+12,4.38308E+12,
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.92627E+11,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791265458.8,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2502142444,2973309272,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014,55100780396,61395415492,63398041540,
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369693171,1525112242,1605640633,1919012781,2211535312,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6571853849,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873232.4,718401157.7,969911421.4,505549441.4,702899156,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14038383450,15449630419,16777820333,18049954289,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.6,32125148.4,32085561.5,33608738.27,42972107.2,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,108545632.5,130754915.9,139125482.3,130465372,153275912.7,177142135.1,188045661.6,187153601.1,186066973.1,160121929.2,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366563.61,12483229.31,12541562.15,12833226.39,13416554.86,13593932.32,14469078.18,16742338.25,14600000,15850000,16300000,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44680000,49095407.41,58296666.67,67715444.44,79026037.04,84381407.41,85100481.48,95898444.44,106057000,125272259.3,140705629.6,165745740.7,185094777.8,208740444.4,209880963,229434518.5,249676000,277567259.3,299699666.7,318742963,357237682.1,364975456.9,389984428.9,420086753.4,460467986.5,480825603.4,463418863.3,501150888.9,543169963,636071000,674008481.5,738942555.6,723209111.1,705015370.4,753225963,734462666.7,788163888.9,847778185.2,876478555.6,
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3891846797,2357059741,2745940226,3863727297,3358133926,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,1.0373E+11,1.19774E+11,1.50987E+11,2.02308E+11,2.48769E+11,2.84757E+11,3.32325E+11,3.56118E+11,3.91963E+11,4.58704E+11,5.5933E+11,6.03413E+11,5.60485E+11,3.76482E+11,4.86315E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.3056E+12,1.41133E+12,1.37787E+12,
Kosovo,KSV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6692521546,6500321213,7073021774,7384901154,6400687590,
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,2097451694,2391486978,2441893027,2663119574,2769532344,2873984878,3880370402,4451200973,5408293999,13004774557,12024138276,13131668947,14135729588,15500908760,24746019537,28638550499,25056672166,21577977770,20869434305,21697297872,21442619681,17903681693,22365734482,20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191689008,31493987642,30354434553,25941929462,30121879435,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,1.01551E+11,1.14641E+11,1.47396E+11,1.059E+11,1.15419E+11,1.54028E+11,1.7407E+11,1.74161E+11,1.62632E+11,1.14041E+11,
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,6.71539E+11,6.95014E+11,6.65229E+11,6.9148E+11,7.05552E+11,7.39505E+11,8.4661E+11,9.25411E+11,1.08121E+12,1.34145E+12,1.24758E+12,1.44615E+12,1.66376E+12,1.76039E+12,1.89509E+12,2.07411E+12,2.08523E+12,1.86745E+12,2.07077E+12,2.01363E+12,1.79136E+12,1.83942E+12,2.12146E+12,2.58048E+12,3.0307E+12,3.59938E+12,4.21461E+12,3.95416E+12,4.92619E+12,5.60611E+12,5.63794E+12,5.76627E+12,5.75383E+12,4.85462E+12,
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8261299200,9356251340,11189431000,11739027121,12369080043,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4451497288,5545921947,7535259851,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352417910,45730945274,47084703151,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2053000000,
