Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Algeria,DZA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4489994,22.41699982,22.63800049,22.50799942,22.49200058,23.0340004,22.46500015,22.14800072,22.17200089,21.9260006,21.71500015,21.22699928,21.72200012,21.34000015,19.95899963,19.92700005,19.12100029,18.21899986,17.47200012,16.52799988,15.76900005,14.68999958,12.48499966,13.56599998,13.07499981,12.73499966,12.82600021,12.77600002
East Asia & Pacific (excluding high income),EAP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.50333235,55.32124164,53.161019,51.86461107,50.67485055,49.69632224,48.31648052,48.12660172,46.98751272,46.05358676,44.84321225,43.79911885,42.29810823,40.81756959,39.1427344,37.07175492,35.23296488,34.00909218,32.42638215,30.94856551,29.51792952,28.31884064,27.12373121,25.91669173,24.67588823,23.56320468,22.78951355,21.81908466
Early-demographic dividend,EAR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.79859167,54.70796365,53.97618602,53.26241923,52.37519466,52.0057475,51.37030377,51.51307894,50.98348106,50.49363559,50.26061968,49.38010451,48.88788397,47.47481869,46.65285932,45.49319398,44.64954603,44.1127868,43.45919408,42.54196343,40.97783401,39.610832,39.09182043,38.38631475,37.38987652,36.69462142,36.14575001,35.31879473
East Asia & Pacific,EAS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.06264396,49.98687823,48.08422978,46.91956264,45.83989427,44.97255005,43.73371866,43.67370406,42.68993993,41.85171109,40.77508751,39.85208532,38.51987766,37.16500011,35.64870883,33.77000999,32.09633927,30.98692758,29.60408853,28.26300666,26.96554762,25.87650362,24.77727023,23.6685689,22.52314112,21.50201181,20.80873488,19.93063975
Europe & Central Asia (excluding high income),ECA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.14149913,22.92466115,23.66697238,24.79712473,25.51024367,25.47995498,25.91938111,25.80999889,26.91850632,26.08320321,24.77528353,23.32484917,22.73555572,21.05874876,20.34725326,19.50863083,18.51525041,18.01506458,18.15306475,18.00169567,17.81812102,17.43161,17.11971264,15.84755151,15.48977369,15.11383107,15.15817357,14.87479428
Europe & Central Asia,ECS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96605035,14.85207177,15.07123775,15.44997531,15.52604733,15.32030593,15.26367908,14.91498951,15.24840113,14.77909679,14.07946143,13.35690683,12.97357097,12.08605768,11.6997771,11.19186896,10.62832879,10.15992281,10.22943495,10.22911186,10.15597865,9.99391174,9.810314105,9.170731655,8.948667303,8.69221626,8.675376554,8.48663876
Ecuador,ECU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.43000031,34.6780014,36.59600067,35.60800171,35.42599869,34.69200134,34.15999985,33.16199875,33.20100021,33.70000076,31.94099998,31.48999977,31.01199913,30.04199982,29.11400032,29.03700066,29.60899925,28.71299934,28.71299934,27.87800026,27.90600014,27.9810009,26.64800072,25.28000069,26.19199944,26.94199944,26.93400002,26.78000069
"Egypt, Arab Rep.",EGY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.33699989,38.45600128,35.29199982,35.17599869,33.99300003,31.29899979,31.375,29.8029995,28.70000076,29.63299942,28.54500008,27.52099991,29.86800003,31.83499908,30.93899918,31.2329998,31.75699997,31.69199944,29.95800018,29.06200027,29.23900032,27.07099915,27.95899963,27.54800034,25.81500053,25.5739994,24.8390007,24.48200035
Euro area,EMU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.451376821,7.092310503,6.788975149,6.590997105,6.318858055,6.114920021,6.070750933,5.798150818,5.533073965,5.275846147,5.137044813,4.997427294,4.915915679,4.567139278,4.454632383,4.344751605,4.124735852,3.640862883,3.657946668,3.648390561,3.522392205,3.499858675,3.4429078,3.377181801,3.271346129,3.228971426,3.203293243,3.140707594
Eritrea,ERI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.21800232,85.7559967,84.5490036,84.45400238,83.61399841,83.48300171,83.46499634,83.52799988,82.80799866,82.2009964,82.39499664,82.34100342,82.13899994,82.61699677,83.71199799,84.52600098,84.56199646,84.07800293,84.21199799,84.34200287,84.12400055,84.16699982,84.18499756,84.0719986,84.01599884,83.92299652,83.87200165,83.83100128
Spain,ESP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.34399986,9.720999718,9.782999992,9.489999771,8.98900032,8.359999657,8.043999672,7.698999882,7.206999779,6.688000202,6.553999901,6.004000187,5.704999924,5.484000206,5.300000191,4.804999828,4.515999794,4.046000004,4.125,4.197999954,4.099999905,4.21600008,4.297999859,4.243000031,4.124000072,4.22300005,4.138999939,4.046000004
Estonia,EST,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25399971,18.08499908,15.99699974,14.15699959,10.18299961,9.720999718,9.687000275,9.300000191,8.574999809,6.361999989,6.343999863,6.597000122,6.236000061,5.061999798,5.19299984,5.06400013,4.77699995,3.90199995,4.053999901,4.217000008,4.412000179,4.493000031,4.262000084,3.85800004,3.90199995,3.894000053,3.895999908,3.803999901
Ethiopia,ETH,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.15699768,90.83399963,90.41200256,90.01899719,89.38500214,88.64800262,88.27799988,87.70300293,86.49099731,85.75800323,84.79000092,83.73799896,82.97499847,81.70600128,80.21700287,80.02899933,79.46199799,79.21299744,78.70500183,77.15399933,75.51499939,74.9469986,72.67500305,71.3769989,69.88700104,68.98500061,68.22000122,67.26999664
European Union,EUU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.760203858,9.791274402,9.672487798,9.416295784,9.152997434,8.763843453,8.762402296,8.427530211,8.156654,7.941992356,7.674442435,7.032822045,6.853423066,6.338214261,6.151753398,5.875763282,5.583499606,5.118250589,5.108713104,5.18441115,5.000647669,4.968884071,4.824661583,4.7212871,4.519024585,4.294466715,4.248220405,4.133834385
Fragile and conflict affected situations,FCS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59778538,67.64251821,67.77664623,67.82782137,67.66280071,67.00685815,66.76229969,66.20121054,66.08478618,65.49677162,64.63193147,64.10940278,63.99439724,62.80888726,62.39061296,61.8299911,60.41727163,59.93096009,58.98904291,58.34629542,58.30919543,58.1951238,58.14816071,58.36092848,57.9805509,57.90715039,58.08404301,57.92531407
Finland,FIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.890999794,9.024999619,8.904999733,8.734000206,7.757999897,7.893000126,7.777999878,7.113999844,6.381000042,6.208000183,5.836999893,5.52699995,5.27699995,5.008999825,4.824999809,4.670000076,4.537000179,4.520999908,4.626999855,4.43900013,4.230999947,4.159999847,4.131999969,4.256000042,4.223999977,3.86500001,3.880000114,3.805999994
Fiji,FJI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.18099976,52.11999893,51.54999924,51.04299927,50.64799881,49.73600006,49.09799957,48.86700058,48.17900085,47.45600128,46.36899948,46.00899887,45.4980011,44.64400101,44.1780014,43.67499924,43.60499954,43.19800186,43.38899994,42.88499832,42.30799866,42.16999817,41.69900131,40.43299866,39.39500046,39.19499969,39.47200012,38.60900116
France,FRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.329999924,5.919000149,5.456999779,5.186999798,4.889999866,4.822999954,4.637000084,4.410999775,4.243000031,4.143000126,4.070000172,4.131000042,4.254000187,3.874000072,3.637000084,3.73300004,3.453999996,2.737999916,2.930999994,2.907999992,2.90899992,2.91899991,3.075000048,2.845999956,2.744999886,2.871999979,2.874000072,2.815000057
Faroe Islands,FRO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.42100143,44.66400146,43.51499939,44.44499969,43.51699829,42.82400131,42.38499832,40.72999954,42.51900101,43.20600128,43.20700073,43.41899872,43.16400146,43.37400055,43.31200027,44.0890007,43.25400162,44.10599899,43.91400146,43.09400177,42.90100098,42.28900146,41.86299896,41.64199829,41.23300171,41.30099869,41.88000107,41.8370018
United Kingdom,GBR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.255000114,2.210000038,2.046999931,2.079999924,2.053999901,1.949000001,1.853999972,1.718000054,1.55400002,1.534999967,1.39199996,1.386000037,1.248999953,1.276000023,1.376999974,1.351999998,1.366000056,1.08099997,1.110000014,1.215999961,1.220000029,1.187999964,1.057999969,1.254999995,1.136999965,1.123999953,1.110999942,1.092000008
Georgia,GEO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.84400177,47.00500107,53.3769989,57.28300095,56.48300171,53.23500061,50.60100174,48.55400085,52.25299835,52.16899872,52.78699875,53.77299881,54.89300156,54.00099945,54.3370018,55.30799866,53.43000031,50.32099915,50.07799911,48.18600082,47.31100082,45.72600174,44.88600159,43.62200165,41.79499817,41.24499893,40.90599823,39.78900146
Ghana,GHA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.01399994,55.62900162,54.41400146,54.23500061,53.93099976,53.67499924,52.22499847,51.54199982,50.39699936,50.2519989,49.93600082,49.79899979,49.6590004,49.65100098,49.04000092,45.07500076,44.25600052,43.79399872,43.5340004,41.9980011,41.39599991,42.86199951,45.37900162,44.72000122,42.52799988,41.24000168,40.64899826,39.66899872
Gibraltar,GIB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.09100342,70.38500214,70.83899689,71.09899902,71.11599731,70.84300232,71.09500122,71.17500305,70.77100372,70.89199829,70.85399628,70.44999695,70.03299713,70.36299896,70.14099884,70.53399658,70.56400299,70.52200317,70.59400177,70.2539978,69.6989975,68.76499939,68.12400055,67.89399719,67.96199799,67.74700165,68.22000122,67.97299957
"Gambia, The",GMB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.82799911,33.10900116,33.05799866,33.97800064,35.18999863,33.70999908,33.80400085,32.99200058,33.53900146,33.16600037,32.96300125,33.38199997,33.4980011,33.69100189,34.23199844,32.34999847,31.43899918,32.60699844,32.57300186,32.83800125,31.25900078,30.53899956,29.75499916,28.73200035,28.43700027,27.24099922,27.07500076,26.79999924
Guinea-Bissau,GNB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.95200348,85.5059967,86.17900085,85.84999847,85.51399994,85.52500153,84.34400177,85.73999786,85.24099731,84.66300201,84.29299927,84.69200134,84.58499908,84.5039978,84.6269989,84.40699768,84.46399689,84.65799713,84.37799835,84.47299957,84.29299927,84.37000275,83.89499664,83.44200134,83.70400238,83.59799957,83.44599915,83.33300018
Equatorial Guinea,GNQ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.72499847,82.78199768,82.30500031,80.81600189,79.48100281,74.16799927,76.39499664,72.02500153,72.78700256,72.01300049,66.2559967,66.15299988,62.83100128,58.82400131,57.17599869,56.47200012,54.61700058,52.07600021,50.5379982,54.91999817,53.93299866,52.97999954,54.07699966,54.96300125,56.90800095,58.57899857,59.52299881,60.40299988
Greece,GRC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.17000008,21.85700035,21.2840004,20.80999947,20.42700005,20.27700043,19.84199905,17.88899994,17.43000031,17.39599991,15.86800003,15.22599983,15.03199959,12.37100029,12.1590004,11.72399998,11.32999992,11.14400005,11.6960001,12.39599991,12.34899998,13.00399971,13.69299984,13.5710001,12.89799976,12.37300014,12.12800026,11.87899971
Grenada,GRD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63599968,15.37100029,17.46899986,19.89100075,22.80999947,26.67200089,31.37199974,37.55599976,38.62799835,39.76900101,40.06399918,40.2179985,37.47100067,38.29399872,36.01900101,33.23199844,33.78499985,34.57899857,36.11899948,37.0359993,37.56999969,32.25699997,30.88100052,31.5340004,31.87599945,29.37700081,29.38999939,29.02499962
Guam,GUM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.45699978,14.16800022,13.93700027,13.55599976,13.19099998,12.82999992,12.26399994,12.02900028,11.3920002,10.82299995,10.8380003,10.75300026,10.57600021,10.38700008,10.1260004,9.843000412,9.430000305,9.376999855,9.720000267,9.588000298,9.159000397,9.045999527,8.965999603,9.079000473,8.899999619,8.868000031,8.930000305,8.751000404
Guyana,GUY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.50500107,35.49100113,33.75799942,32.6969986,32.76100159,30.91300011,28.28300095,27.21999931,25.96899986,24.20599937,23.04500008,22.17700005,22.30400085,21.85099983,23.47800064,20.53899956,19.06100082,19.27000046,18.1779995,17.00300026,16.70400047,16.34799957,15.89599991,15.08600044,15.22000027,14.32900047,13.40799999,13.18000031
High income,HIC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.617367938,6.373280225,6.107550632,5.963946274,5.742597003,5.547165118,5.341922255,5.188721133,4.963287399,4.620189737,4.480377418,4.369912401,4.26002126,4.060026404,3.958530191,3.821919551,3.670257437,3.504900629,3.494939563,3.458643901,3.355774372,3.278677049,3.182566822,3.159663106,3.136175811,3.060606979,3.057220841,2.997072194
"Hong Kong SAR, China",HKG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805999994,0.686999977,0.638999999,0.620000005,0.568000019,0.402999997,0.331999987,0.298000008,0.296000004,0.289999992,0.217999995,0.282999992,0.218999997,0.25999999,0.261000007,0.240999997,0.184,0.236000001,0.246999994,0.225999996,0.221000001,0.011,0.219999999,0.218999997,0.219999999,0.216999993,0.215000004,0.213
Honduras,HND,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.04399872,38.22499847,36.80400085,37.21099854,37.25099945,38.29199982,37,34.58599854,35.06299973,35.74599838,36.93899918,38.83100128,37.35699844,34.92399979,39.27999878,36.32500076,34.57899857,35.52500153,37.07300186,37.81100082,36.61899948,37.00500107,34.51699829,28.83399963,28.72200012,28.49300003,28.48800087,28.29599953
Heavily indebted poor countries (HIPC),HPC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.13638397,74.48711218,74.58399608,74.57437313,74.28904697,73.81261086,73.63592338,73.27902818,72.81202411,72.36285483,71.93223232,71.51092025,71.12887657,70.90515145,70.74978614,70.14870428,69.50301392,69.12099601,68.631183,67.77393836,66.86174843,66.26783093,66.02834896,65.37062511,64.79413498,64.37641463,64.12484658,63.66834231
Croatia,HRV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.67399979,22.16500092,22.01000023,22.1079998,20.61300087,19.88999939,17.77099991,16.7159996,16.58200073,14.52400017,15.57900047,15.55099964,16.86499977,16.96500015,17.29999924,14.24699974,12.35400009,12.81700039,13.32400036,14.25399971,14.5880003,12.25300026,10.78600025,9.519000053,9.227999687,7.602000237,7.543000221,7.327000141
Haiti,HTI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.68399811,55.72800064,55.31200027,57.47399902,52.69800186,52.17300034,52.20000076,52.05099869,52.12900162,51.84500122,51.52999878,50.85100174,50.42599869,50.40299988,49.74499893,48.93500137,48.05599976,46.82300186,46.44400024,47.21300125,46.22100067,45.13100052,44.26300049,43.22600174,42.58499908,41.48899841,41.25799942,40.55400085
Hungary,HUN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42399979,11.28100014,9.133000374,8.734000206,8.022999763,8.218999863,7.811999798,7.717000008,6.953999996,6.461999893,6.186999798,6.118000031,5.381999969,5.261000156,4.866000175,4.763999939,4.585999966,4.315000057,4.609000206,4.540999889,4.886000156,5.06400013,4.77699995,4.675000191,4.900000095,5.039999962,4.980999947,4.754000187
IBRD only,IBD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.15147658,48.49301007,47.31231494,46.60153185,45.73756293,45.10344253,44.31303948,44.08075639,43.4141923,42.46059738,41.8002671,40.91021774,39.97749089,38.65500868,37.44411182,35.79524087,34.26252921,33.33962575,32.40721779,31.38478227,29.98601168,28.65981768,27.93613817,26.95517208,26.06224225,25.28298021,24.77522662,23.99275033
IDA & IBRD total,IBT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.06066651,51.56020644,50.59097602,50.09238369,49.3469135,48.74777658,48.07615201,47.93214288,47.37943641,46.54481971,45.8500185,44.98957489,44.05493992,42.80776273,41.74580327,40.33202676,39.04747501,38.23282485,37.36744431,36.24482967,35.13956709,34.06317893,33.5157468,32.69591661,31.92826495,31.35706306,30.9942094,30.3679811
IDA total,IDA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8834851,67.07502155,66.98927129,67.32594749,66.93538308,66.33469451,66.00454082,66.02448624,65.7882833,65.31318438,64.26032677,63.3266823,62.20328543,61.11595223,60.48038307,59.72976879,59.22936482,58.50176802,57.53171454,55.59915336,55.34099806,54.8587571,54.65229758,54.0669741,53.34478287,53.15097922,52.87123589,52.35653099
IDA blend,IDB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.73435491,52.02549116,51.99055345,53.49002426,52.31176328,51.96315982,51.25811965,52.36021005,52.51213347,52.51511627,52.46929829,51.20773495,50.28267841,48.25755467,47.5886492,46.76432686,46.22850732,44.91066657,43.3854038,39.41096561,39.96451224,40.16332036,40.77134573,40.244366,39.54056588,39.97061342,39.99155333,39.55233854
Indonesia,IDN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.02299881,54.95399857,50.68399811,46.22200012,43.98099899,44.01900101,41.18299866,44.95700073,43.20999908,45.30799866,43.81600189,44.37400055,46.40200043,43.34700012,44.02000046,42.12599945,41.27899933,41.11100006,40.4679985,39.14899826,37.19300079,35.93099976,34.97499847,34.2820015,33.04399872,31.81999969,31.17000008,30.21500015
IDA only,IDX,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.31498423,73.46394988,73.36320668,73.20767165,73.068416,72.36402409,72.20348664,71.76818268,71.3685166,70.68224332,69.18143165,68.38146531,67.18599154,66.52479942,65.91829688,65.27400122,64.80932666,64.34302807,63.62702653,62.59780968,61.99639641,61.20656214,60.63860901,60.0279193,59.30284477,58.82160796,58.39530022,57.8295857
Isle of Man,IMN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.58599854,63.11800003,62.85499954,62.1780014,61.2480011,61.43899918,61.2840004,61.26699829,60.43299866,59.64500046,60.26200104,59.15599823,58.60800171,56.96099854,55.9980011,54.69100189,53.6780014,53.1590004,52.37799835,51.51499939,48.8030014,47.00400162,46.65999985,45.52399826,44.36199951,43.44400024,42.73699951,41.60599899
Not classified,INX,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98499966,13.69400024,13.1260004,12.57999992,12.01000023,11.23900032,10.9119997,9.154000282,8.73900032,7.828000069,7.175000191,7.125,6.546000004,6.375,6.006000042,5.705999851,5.491000175,5.43900013,4.928999901,4.546000004,4.493000031,4.675000191,5.679999828,5.703000069,5.611000061,5.604000092,5.355000019,5.271999836
"Iran, Islamic Rep.",IRN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85899925,26.2840004,26.25900078,25.66900063,24.95199966,23.50799942,23.69199944,24.46100044,24.53000069,24.08600044,23.95499992,24.40200043,24.56699944,24.74900055,24.75200081,23.17700005,22.81500053,21.20999908,20.86100006,19.21999931,18.37400055,18.02700043,18.85300064,17.89599991,18.03199959,17.97900009,17.13699913,16.63400078
Iraq,IRQ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.22399902,31.65500069,27.3409996,27.66699982,28.1079998,26.27000046,23.52700043,19.07699966,17.27799988,17.30900002,17.03700066,18.67399979,24.90600014,16.99300003,23.00300026,29.71699905,15.68500042,23.42399979,23.09000015,23.06200027,23.04100037,20.75099945,20.15500069,20.81399918,20.3029995,18.39900017,18.72200012,19.18099976
Iceland,ISL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.17399979,10.45300007,9.19299984,9.06099987,9.520000458,9.977000237,8.600999832,8.602000237,8.965999603,8.307999611,7.800000191,7.368999958,6.887000084,6.359000206,6.53000021,6.31400013,5.919000149,4.604000092,4.834000111,5.586999893,5.488999844,5.548999786,4.445000172,4.534999847,4.238999844,3.894999981,3.556999922,3.130000114
Israel,ISR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.535000086,3.526000023,3.559999943,3.348999977,2.940999985,2.548000097,2.411999941,2.305000067,2.346999884,2.111000061,1.983999968,1.927999973,1.815000057,2.022000074,1.991999984,1.726999998,1.593000054,1.694000006,1.651000023,1.59800005,1.409000039,1.57099998,1.266000032,1.131000042,1.042999983,1.075000048,1.072000027,1.055999994
Italy,ITA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.475999832,8.006999969,7.09100008,6.897999763,6.579999924,6.132999897,5.881000042,5.769999981,5.420000076,5.230999947,5.208000183,4.927999973,4.715000153,4.137000084,4.198999882,4.272999763,3.967000008,3.698999882,3.690999985,3.769000053,3.680999994,3.693000078,3.601000071,3.644000053,3.752000093,3.884000063,3.914999962,3.85800004
Jamaica,JAM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.37599945,27.47500038,24.63199997,23.94300079,23.19400024,22.6609993,21.24099922,20.99699974,20.59499931,20.85300064,20.76600075,20.12700081,20.38500023,18.48200035,18.1079998,18.27599907,17.64100075,19.08399963,20.02599907,20.24699974,17.59399986,18.22800064,18.24799919,18.36400032,18.46500015,18.41699982,18.62100029,18.38400078
